comparison,dataset,base_run_name,candidate_run_name,reranker_model,rerank_top_k,device,rerank_latency_p50_ms,rerank_latency_p95_ms,baseline_path,candidate_path,baseline_run_id,candidate_run_id,metric,num_queries,baseline_mean,candidate_mean,delta,ci_low,ci_high,p_two_sided,confidence,samples,seed,baseline_rerank_top_k,p_holm
rerank_depth_to_next_depth,fiqa,fiqa_dense_e5_512,fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top50,cross-encoder/ms-marco-MiniLM-L-6-v2,50,mps:0,322.185,784.254,results/rerank_sweep_artifacts/fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top20.per_query.csv,results/rerank_sweep_artifacts/fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top50.per_query.csv,fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top20,fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top50,ndcg@10,648,0.40621,0.395335,-0.010876,-0.018999,-0.002666,0.0096,0.95,10000,13,20,0.357200
rerank_depth_to_next_depth,fiqa,fiqa_dense_e5_512,fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top100,cross-encoder/ms-marco-MiniLM-L-6-v2,100,mps:0,574.838,1029.88,results/rerank_sweep_artifacts/fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top50.per_query.csv,results/rerank_sweep_artifacts/fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top100.per_query.csv,fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top50,fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top100,ndcg@10,648,0.395335,0.389267,-0.006068,-0.011517,-0.000659,0.0312,0.95,10000,13,50,0.772200
rerank_depth_to_next_depth,fiqa,fiqa_dense_e5_512,fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top200,cross-encoder/ms-marco-MiniLM-L-6-v2,200,mps:0,980.924,1451.501,results/rerank_sweep_artifacts/fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top100.per_query.csv,results/rerank_sweep_artifacts/fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top200.per_query.csv,fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top100,fiqa_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_fiqa_dense_e5_512_top200,ndcg@10,648,0.389267,0.382919,-0.006348,-0.010678,-0.00202,0.0028,0.95,10000,13,100,0.123200
rerank_depth_to_next_depth,nfcorpus,nfcorpus_dense_bge_512,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top20,cross-encoder/ms-marco-MiniLM-L-6-v2,20,mps:0,131.107,149.898,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top10.per_query.csv,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top20.per_query.csv,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top10,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top20,ndcg@10,323,0.37521,0.36599,-0.00922,-0.017179,-0.001086,0.027,0.95,10000,13,10,0.756000
rerank_depth_to_next_depth,nfcorpus,nfcorpus_dense_bge_512,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top50,cross-encoder/ms-marco-MiniLM-L-6-v2,50,mps:0,330.169,377.74,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top20.per_query.csv,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top50.per_query.csv,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top20,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top50,ndcg@10,323,0.36599,0.358487,-0.007504,-0.014442,-0.000731,0.0286,0.95,10000,13,20,0.772200
rerank_depth_to_next_depth,nfcorpus,nfcorpus_dense_bge_512,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top100,cross-encoder/ms-marco-MiniLM-L-6-v2,100,mps:0,642.218,747.658,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top50.per_query.csv,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top100.per_query.csv,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top50,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top100,ndcg@10,323,0.358487,0.354179,-0.004308,-0.009268,0.000601,0.0812,0.95,10000,13,50,1.000000
rerank_depth_to_next_depth,nfcorpus,nfcorpus_dense_bge_512,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top200,cross-encoder/ms-marco-MiniLM-L-6-v2,200,mps:0,1250.808,1450.509,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top100.per_query.csv,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top200.per_query.csv,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top100,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_dense_bge_512_top200,ndcg@10,323,0.354179,0.356052,0.001873,-0.002344,0.006722,0.4364,0.95,10000,13,100,1.000000
rerank_depth_to_next_depth,nfcorpus,nfcorpus_hybrid_stem_bge_512,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top20,cross-encoder/ms-marco-MiniLM-L-6-v2,20,mps:0,124.436,135.42,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top10.per_query.csv,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top20.per_query.csv,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top10,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top20,ndcg@10,323,0.373993,0.363699,-0.010294,-0.017738,-0.002978,0.0056,0.95,10000,13,10,0.229600
rerank_depth_to_next_depth,nfcorpus,nfcorpus_hybrid_stem_bge_512,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top50,cross-encoder/ms-marco-MiniLM-L-6-v2,50,mps:0,309.662,356.116,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top20.per_query.csv,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top50.per_query.csv,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top20,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top50,ndcg@10,323,0.363699,0.357292,-0.006407,-0.011853,-0.001228,0.0174,0.95,10000,13,20,0.522000
rerank_depth_to_next_depth,nfcorpus,nfcorpus_hybrid_stem_bge_512,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top100,cross-encoder/ms-marco-MiniLM-L-6-v2,100,mps:0,598.181,775.613,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top50.per_query.csv,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top100.per_query.csv,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top50,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top100,ndcg@10,323,0.357292,0.356379,-0.000913,-0.004087,0.002231,0.569,0.95,10000,13,50,1.000000
rerank_depth_to_next_depth,nfcorpus,nfcorpus_hybrid_stem_bge_512,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top200,cross-encoder/ms-marco-MiniLM-L-6-v2,200,mps:0,1161.776,1431.095,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top100.per_query.csv,results/rerank_sweep_artifacts/nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top200.per_query.csv,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top100,nfcorpus_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_nfcorpus_hybrid_stem_bge_512_top200,ndcg@10,323,0.356379,0.3558,-0.000579,-0.003464,0.00332,0.6802,0.95,10000,13,100,1.000000
rerank_depth_to_next_depth,scifact,scifact_dense_bge_512,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top20,cross-encoder/ms-marco-MiniLM-L-6-v2,20,mps:0,139.805,266.732,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top10.per_query.csv,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top20.per_query.csv,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top10,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top20,ndcg@10,300,0.722985,0.713737,-0.009248,-0.02255,0.005352,0.1932,0.95,10000,13,10,1.000000
rerank_depth_to_next_depth,scifact,scifact_dense_bge_512,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top50,cross-encoder/ms-marco-MiniLM-L-6-v2,50,mps:0,355.459,468.531,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top20.per_query.csv,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top50.per_query.csv,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top20,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top50,ndcg@10,300,0.713737,0.701258,-0.012479,-0.022651,-0.001467,0.0288,0.95,10000,13,20,0.772200
rerank_depth_to_next_depth,scifact,scifact_dense_bge_512,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top100,cross-encoder/ms-marco-MiniLM-L-6-v2,100,mps:0,680.055,885.048,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top50.per_query.csv,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top100.per_query.csv,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top50,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top100,ndcg@10,300,0.701258,0.693438,-0.00782,-0.013781,-0.002253,0.0066,0.95,10000,13,50,0.264000
rerank_depth_to_next_depth,scifact,scifact_dense_bge_512,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top200,cross-encoder/ms-marco-MiniLM-L-6-v2,200,mps:0,1306.797,1652.19,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top100.per_query.csv,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top200.per_query.csv,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top100,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_dense_bge_512_top200,ndcg@10,300,0.693438,0.686388,-0.00705,-0.012686,-0.002499,0.0,0.95,10000,13,100,0.000000
rerank_depth_to_next_depth,scifact,scifact_hybrid_stem_e5_512,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top20,cross-encoder/ms-marco-MiniLM-L-6-v2,20,mps:0,131.706,221.207,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top10.per_query.csv,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top20.per_query.csv,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top10,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top20,ndcg@10,300,0.721719,0.709161,-0.012558,-0.022986,-0.002102,0.0178,0.95,10000,13,10,0.522000
rerank_depth_to_next_depth,scifact,scifact_hybrid_stem_e5_512,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top50,cross-encoder/ms-marco-MiniLM-L-6-v2,50,mps:0,328.061,455.075,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top20.per_query.csv,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top50.per_query.csv,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top20,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top50,ndcg@10,300,0.709161,0.694461,-0.014701,-0.02384,-0.006213,0.0008,0.95,10000,13,20,0.038400
rerank_depth_to_next_depth,scifact,scifact_hybrid_stem_e5_512,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top100,cross-encoder/ms-marco-MiniLM-L-6-v2,100,mps:0,638.259,787.062,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top50.per_query.csv,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top100.per_query.csv,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top50,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top100,ndcg@10,300,0.694461,0.687438,-0.007023,-0.013198,-0.001715,0.0066,0.95,10000,13,50,0.264000
rerank_depth_to_next_depth,scifact,scifact_hybrid_stem_e5_512,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top200,cross-encoder/ms-marco-MiniLM-L-6-v2,200,mps:0,1213.125,1444.293,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top100.per_query.csv,results/rerank_sweep_artifacts/scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top200.per_query.csv,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top100,scifact_rerank_sweep_cross-encoder-ms-marco-minilm-l-6-v2_scifact_hybrid_stem_e5_512_top200,ndcg@10,300,0.687438,0.685391,-0.002047,-0.005017,-8e-05,0.012,0.95,10000,13,100,0.408000
